GeneSymbol	log2FC	|log2FC|	AveExpr	t	P.Value	adj.P.Val	M-Cell1	M-Cell2	M-Cell3	M-Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
ZC3HAV1L	-1.168631	1.168631	4.070503	-3.555148	0.006760433	0.02243007	2.186537	6.23512	8.658751	1.265	10.302961	7.476923	7.971144	8.475	11.852152
SLC26A1	1.168065	1.168065	1.730268	6.155911	0.0002126317	0.001791085	1.467086	2.679721	4.205622	3.179217	0.102998	0.060001	0.220353	0.038827	0.09839
PDGFD	1.167844	1.167844	1.499524	5.324479	0.0005791852	0.003682314	2.472455	1.594748	1.519547	2.675797	0	0	0	0	0.012195
GLRX2	1.167842	1.167842	4.646655	8.716737	1.60E-05	0.0003276612	10.137704	18.919686	15.241044	14.054805	3.355121	3.539969	3.776053	5.798675	3.681499
TP53BP1	1.167491	1.167491	6.40411	7.698956	4.14E-05	0.0005988964	28.168249	37.32107	31.989594	43.29409	9.562539	16.468304	11.795427	13.138604	10.632579
GRK1	-1.167471	1.167471	1.810277	-7.67288	4.24E-05	0.0006093361	0.081346	0	0	0	1.133097	0.587077	0.857091	1.247993	1.093241
BTBD2	-1.16745488598746	1.16745488598746	6.79926694401261	-5.29067909725075	0.000604463774872	0.003795216974026	11.476104	14.574502	27.429884	13.912923	39.691331	41.095741	43.37223	57.85991	39.770982
SLC16A6	-1.166981	1.166981	3.320624	-2.930219	0.01779883	0.046861	0.408145	4.474377	3.085785	0.31639	3.957269	3.601559	4.175269	3.915978	5.127288
HOXC13	-1.166033	1.166033	1.231416	-5.944644	0.0002719284	0.002138136	0	0	0	0	0.965375	1.628624	0.932758	1.410569	0.560775
MARCKS	1.165727	1.165727	8.06035	3.404402	0.008504856	0.02664233	81.680435	102.081581	72.187241	75.473534	27.92403	17.105668	30.749244	73.648683	19.737162
KIF21A	1.164687	1.164687	6.118153	5.866877	0.0002981303	0.002283693	21.134373	41.346778	28.399155	23.342602	8.361485	10.218072	9.0519	8.128814	10.756295
YWHAQ	-1.164577	1.164577	10.86136	-6.556283	0.00013546	0.001317605	112.405479	118.578575	125.403	178.108719	372.252266	400.810599	400.320045	366.116275	412.720612
PRSS56	-1.164573	1.164573	1.595356	-6.556935	0.0001353626	0.001317563	0.08044	0	0	0.710905	1.530001	1.691565	1.180707	1.356226	1.531306
PACRGL	1.164099	1.164099	4.835384	4.258225	0.002412412	0.01036823	11.034972	15.24629	15.150234	21.91084	4.829436	6.413657	4.926952	2.5089	5.75508
ADAMTS7	1.16382634715239	1.16382634715239	1.75436703661722	3.67836715370667	0.005615841667196	0.019474900761435	3.330255	0.842433	2.880965	4.027142	0.09178	0.127977	0.076047	0.120769	0.079768
PCGF6	-1.162714	1.162714	5.191256	-6.598226	0.000129355	0.001282558	6.301967	4.751271	5.893363	9.122092	21.980336	21.095048	16.727845	14.645532	17.74153
C10orf10	-1.16256645527097	1.16256645527097	3.92451906930879	-3.4212187996811	0.00828868683568	0.026152896201755	1.014769	4.839589	4.660914	1.012575	5.748353	6.080847	5.976641	6.43168	6.749632
TNFRSF12A	1.162194	1.162194	3.619338	3.711513	0.005344316	0.01876183	4.930558	4.175712	18.650524	13.019838	1.728195	1.37462	1.609269	2.374865	2.02812
ILF3	-1.161897	1.161897	9.666214	-4.325093	0.002195215	0.009679153	67.618776	82.743696	95.362138	56.581522	224.405488	209.158727	203.304612	244.021271	186.889374
BTN3A3	1.16171414645238	1.16171414645238	1.81174294356583	5.04995231611609	0.000823250612355	0.004686715918618	1.117313	6.292844	5.150449	1.592518	0.205587	0.117246	0.056593	0.075254	0.077036
CENPU	-1.161377	1.161377	6.543834	-5.335788	0.0005709858	0.003649567337887	16.579923	13.877185	11.384135	20.155722	41.327135	41.590919	36.701144	50.914133	54.284575
DND1	1.161263	1.161263	1.6866	7.429216	5.40E-05	0.0007064022	2.71244	1.519825	5.087088	1.820968	0.04931	0	0	0.113066	0
SNRNP48	-1.161021	1.161021	5.327888	-6.799593	0.0001039616	0.001098343	4.693175	10.809855	5.326449	6.639487	18.191069	17.28548	21.550152	14.307547	20.180859
NIPA1	-1.160704	1.160704	4.6238	-6.561959	0.0001346155	0.00131518	4.922493	5.392121	4.08146	3.296462	14.676528	12.163584	12.56838	10.520275	10.408449
HNRNPR	-1.160548	1.160548	8.590451	-3.991885	0.003535455	0.01366011	33.992011	65.726416	45.34012	27.189783	118.138676	123.080538	120.965432	126.411882	108.092948
MRPL12	-1.160006	1.160006	6.669898	-2.980848	0.01643247	0.04409123	11.602695	21.801132	49.409519	6.991738	42.81381	46.227345	40.727394	54.522115	44.323343
TFCP2L1	-1.159961	1.159961	1.230676	-8.061228	2.92E-05	0.0004710501	0	0.028841	0.013912	0	1.305298	0.847437	1.014247	0.937479	1.098425
TACC3	-1.159653	1.159653	5.764995	-4.129829	0.002896803	0.01188839	10.805665	12.567847	16.427546	6.737822	27.673553	35.963494	19.644649	48.202043	24.774909
RPL26	1.1594	1.1594	13.51449	4.178258	0.002702857	0.01128705	781.726624	2540.205811	1695.632446	2073.919678	560.089922	560.563481	502.353858	612.937401	520.608049
MTRF1L	-1.159037	1.159037	5.394235	-7.23413	6.59E-05	0.0008093484	5.36053	9.763618	7.76328	5.231923	17.344248	17.979573	19.192927	17.374694	19.894837
WDR12	1.158923	1.158923	6.081931	8.610982	1.76E-05	0.0003478311	21.335794	43.328236	30.874449	33.343079	10.705606	10.140266	11.674401	9.031345	11.256155
PACS1	-1.158614	1.158614	4.357264	-3.213001	0.01142674	0.03338434	1.954028	7.094675	10.20919	1.524159	8.330407	9.842195	9.912695	11.961725	9.89726
EGLN1	1.158514	1.158514	4.825608	6.491484	0.0001455226	0.001377205	7.38645	18.462044	18.35273	15.955027	4.332963	5.008951	3.754977	3.705554	4.093186
SLC25A23	-1.158474	1.158474	5.57466	-3.033189	0.01513351	0.04136897	6.187921	14.316973	13.141976	2.955402	18.5965	20.305905	19.681228	22.655849	18.939386
SLC22A5	1.157948	1.157948	1.766877	7.978435	3.16E-05	0.0004932817	1.57857	2.27917	3.243589	2.939462	0.016643	0	0.063766	0.037643	0.038833
ABCC1	-1.15774584634897	1.15774584634897	5.36862144314471	-3.0704679470943	0.014273545392146	0.039492320907118	5.296453	12.876139	18.883354	2.88819	17.39969	17.502196	19.743161	22.281727	20.639038
LRRC48	1.157557	1.157557	2.095255	6.637632	0.0001238936	0.001245043	1.905969	3.700879	3.101622	3.219292	0.011403	0.08852	0.095344	0.051425	0.425553
FEV	-1.157254	1.157254	1.210441	-5.286427	0.0006077277	0.003806779	0	0	0	0	0.699503	0.926744	0.822654	1.662936	1.016095
SEC24D	1.156203	1.156203	2.763896	9.540216	7.94E-06	0.000221287	3.748373	6.581668	6.921575	3.98336	0.444479	0.943468	0.979412	0.574309	0.476975
LIG1	-1.155706	1.155706	6.173392	-4.768637	0.001193679	0.006163527	14.007922	6.951095	11.62139	16.671938	37.584338	34.945817	31.833693	36.002587	28.940736
CDCA7L	1.15558	1.15558	6.070437	7.145159	7.22E-05	0.00085216540228	18.500296	44.994851	29.882163	34.493809	11.685787	10.376424	9.360748	10.571594	10.056637
C15orf40	1.15551717850138	1.15551717850138	3.8405712001942	7.40914454691593	5.52E-05	0.000713692140884	7.243497	9.181521	10.025852	9.645515	1.976156	2.262467	2.626312	1.479964	2.276641
PLAT	1.154978	1.154978	2.724267	7.63168	4.42E-05	0.0006228747	2.644084	6.329648	7.180259	4.817581	0.284744	0.504552	0.580679	0.93618	0.801704
PAGR1	-1.154875	1.154875	6.09264	-7.600644	4.56E-05	0.0006339602	8.516829	8.710196	13.202728	12.76194	28.558769	25.351559	28.088852	33.952431	31.724064
IFI27L1	1.154732	1.154732	4.20615	4.135072	0.002875102	0.01182095	9.631533	6.603401	10.046416	18.508824	2.070195	3.229261	2.614763	2.825349	3.188438
SPIRE2	-1.154495	1.154495	3.568217	-6.286328	0.0001831915	0.001606889	2.297268	1.680032	2.671236	3.002099	7.052875	5.243233	6.699652	7.029186	6.698656
CCDC113	1.153921	1.153921	2.616824	5.048869	0.000824411	0.004690871952814	2.742166	6.310269	5.622117	3.214811	0.201498	1.14742	0.271357	0.141211	0.792473
ESPNL	-1.153379	1.153379	1.234404	-5.123784	0.0007481767	0.004372714	0	0	0.045087	0	1.358134	0.468812	1.164387	1.350625	0.889179
ATP6V1G3	-1.15331095977628	1.15331095977628	1.1994927504833	-6.53324573320229	0.000138947120123	0.001339177458366	0	0	0	0	0.948599	1.052562	0.833596	0.685071	1.775047
PLEKHA6	1.153178	1.153178	3.203287	13.37415	5.31E-07	6.32E-05	4.705203	7.235993	8.105657	4.376052	0.798499	0.752888	1.040722	1.147683	0.98173
ENSA	1.152892	1.152892	8.296574	4.090072	0.003067153	0.01238052	63.314767	94.119286	88.957528	123.456491	20.702446	32.570744	31.772509	30.027721	69.828736
NSMF	1.152656	1.152656	5.433996	5.184498	0.0006920013	0.004149366	33.038199	19.468106	28.015228	18.330138	4.80506	6.441448	7.726264	8.140881	9.548021
CDC42SE1	1.152023	1.152023	5.857986	5.245283	0.0006403211	0.003937159997958	24.303177	21.954229	28.550173	29.32768	5.328949	6.057934	15.173397	7.908397	7.795022
AKR7A3	-1.15197101812591	1.15197101812591	2.18932295983793	-3.5727367787892	0.006582985592962	0.021999298801412	0.956455	1.258975	1.151979	0	1.541801	2.859083	1.542686	4.415274	1.67895
IGF2BP2	-1.151853	1.151853	6.02264	-3.072044	0.01423833	0.03942962	6.181673	21.677599	13.017264	4.677816	21.618702	22.955213	29.562676	36.737263	21.087176
NACA	1.150937	1.150937	11.20834	3.952341	0.003745131	0.01424139	364.121468	373.23842	473.823258	908.514568	178.343074	217.656839	115.003948	173.44085	251.694937
SDC2	-1.150712	1.150712	5.278051	-5.682982	0.0003717535	0.002686407	6.333964	4.170333	4.099156	9.609924	17.074837	16.433234	17.199978	15.456367	17.273527
IMPACT	1.150186	1.150186	5.008163	7.045351	8.01E-05	0.0009141074	12.808756	19.006525	17.930038	21.396057	3.2181	5.842126	6.666973	5.05379	5.860355
MSRB1	-1.149547	1.149547	3.675843	-6.147836	0.0002146179	0.001796335	1.843326	2.022405	4.450913	3.18034	5.6929	7.448643	6.923184	8.560684	7.623452
SLC39A8	1.149266	1.149266	2.74927	4.044969	0.003273465	0.01290817	3.454968	11.077019	8.895369	2.013313	0.814065	0.584855	0.414995	0.643109	0.625704
FZD3	1.149234	1.149234	4.838954	4.224135	0.002531915	0.01074456	18.301574	13.272987	10.484823	14.120536	4.93896	3.548714	4.572845	2.50113	5.550951
TRIP10	-1.148709	1.148709	5.191656	-11.15764	2.30E-06	0.0001178712	4.466099	7.033579	8.206339	6.046577	18.422466	15.660794	15.877308	18.826687	16.134762
C9orf116	1.14845298449503	1.14845298449503	4.00686341745226	2.96383889794912	0.016879004262268	0.045012588178618	10.044885	6.519124	9.729234	21.227776	3.896779	2.913565	1.774772	3.565442	3.24969
HTT	-1.148102	1.148102	4.902457	-4.583051	0.001534876	0.007419075	3.321063	8.050582	9.078136	2.930909	13.059075	14.035515	13.706447	14.520677	11.994164
TRAM2	-1.147837	1.147837	3.956196	-3.384098	0.008773766	0.02726184	2.834313	3.995418	4.6467	1.190929	6.880668	4.643527	9.783698	6.122179	9.523542
DCAF8	1.14764	1.14764	6.811748	4.254471	0.002425271	0.01040727	24.597269	62.644208	50.709035	30.673028	15.791873	12.617245	14.02215	11.287895	17.419563
ARF1	-1.14706236503725	1.14706236503725	9.5506782512157	-2.99455172122379	0.016081618222884	0.043349729286463	60.850037	77.047863	91.138323	37.838461	162.680185	184.527435	170.50818	215.688399	165.423315
EIF4EBP2	-1.146998	1.146998	7.022927	-3.508231	0.007258904	0.02369854	16.897543	26.100506	21.452148	9.019376	45.992729	52.039032	48.729744	44.425492	49.632454
GNAT2	-1.146969	1.146969	3.401951	-3.433743	0.008131456	0.02578107	0.537104	2.010017	1.59269	0.496684	3.59876	1.451462	4.194172	3.261847	3.40642
SPPL2A	1.146404	1.146404	4.393569	6.569403	0.0001335169	0.001306885	11.877679	11.010235	13.338508	11.167692	4.197584	3.175624	3.35132	2.326291	3.487263
EML5	-1.145318	1.145318	4.504047	-3.852273	0.004337214	0.01600602	2.415641	5.828316	4.114409	1.875541	11.261986	11.347005	7.622703	7.753033	8.038147
HDGFRP2	-1.145307	1.145307	6.966394	-3.689879	0.005519917	0.01921088	18.536988	8.682306	18.95549	29.525347	41.660238	56.502748	40.577017	70.956713	49.018552
VPS41	1.144745	1.144745	5.040112	6.489294	0.0001458767	0.001379725	9.628498	21.125993	17.291773	17.545496	3.915852	5.100235	3.632526	6.572974	4.981649
CDCA3	-1.144714	1.144714	4.913464	-5.465982	0.0004851729	0.003222860740962	7.623957	4.18687	6.425692	5.179908	16.346828	16.291843	14.165524	17.886725	13.271267
EN2	-1.144404	1.144404	1.44632	-6.453769	0.0001517551	0.00141488	0.048165	0.126334	0.167916	0.210265	1.171122	1.063379	1.111627	1.723894	1.209208
COX7A2L	1.144388	1.144388	7.182869	4.08558	0.003087063	0.01243851	32.28022	39.290051	47.787971	95.668877	20.497234	19.041748	13.770519	29.02979	16.266311
ARHGEF40	1.14415527082198	1.14415527082198	3.23540585105956	4.01996394021788	0.003394195538901	0.013244612994568	4.936998	3.840787	6.642207	10.804663	1.000312	1.243581	1.175441	1.206956	1.096822
GRIA4	1.143339	1.143339	2.269155	4.020556	0.003391281	0.01323982	0.563823	5.369954	3.675707	3.785733	0.20651	0.026734	0.032061	0.124929	0.080307
ASAH1	1.14320921880348	1.14320921880348	5.7750290231736	5.53439094464354	0.000445800046451	0.003054620837503	11.547725	27.446876	24.235441	35.629258	7.353698	7.893906	6.728003	7.515388	9.200916
PLCH1	1.14294	1.14294	2.955154	10.07346	5.18E-06	0.0001768962	4.671334	5.702509	5.389554	4.996083	0.648737	0.874374	0.852718	0.680368	0.753079
SLIRP	1.142675	1.142675	8.175291	4.558388	0.001587626	0.007599512	70.156184	82.314036	76.231287	137.295753	42.282803	42.156371	25.335103	44.83111	28.539898
PTEN	1.142649	1.142649	5.089904	5.272183	0.0006188029	0.003841438	10.18031	24.20717	19.32665	13.667018	5.100489	6.154313	5.06675	3.360689	5.268025
TXNL4A	1.142014	1.142014	6.404416	3.909977	0.003984542	0.01496108	21.274365	34.939519	33.580149	62.224091	14.181326	16.097966	8.124692	16.105559	13.161193
TPCN1	-1.14199	1.14199	3.408953	-4.437013	0.001877292	0.008609312	1.05565	3.238318	4.647438	0.956493	5.807899	4.053684	5.297897	6.051679	5.099364
STK36	1.141755	1.141755	4.203073	9.612912	7.49E-06	0.0002149692	11.208075	10.013115	13.182564	10.342282	3.040839	2.698336	2.979992	2.870856	2.825704
TRIB1	-1.141735	1.141735	4.694292	-5.749365	0.0003431075	0.002546792	3.061649	7.555895	5.835489	3.185823	12.696269	18.598945	10.666948	12.000925	9.911067
ZNF706	-1.141391	1.141391	5.657818	-4.008152	0.00345287	0.01340034	4.417598	16.588386	14.264071	4.79313	23.506081	19.703384	21.579502	22.218901	24.876979
TRIM62	-1.141378	1.141378	2.958592	-4.651728	0.001397698	0.006935516	1.738555	1.576772	2.123144	1.303313	3.121032	3.184571	5.851628	4.10674	5.747762
SGK1	-1.141257	1.141257	3.297639	-3.947519	0.003771592	0.01431221	0.282981	2.654853	3.471144	0.815089	3.582658	2.906122	4.228411	3.958532	4.918327
CLMN	-1.140587	1.140587	2.885348	-3.742039	0.005106547	0.018121495277643	0.500154	2.803582	1.990003	0.258637	3.630262	2.999023	2.305567	3.669066	3.481895
DCBLD1	1.140039	1.140039	1.963218	6.254771	0.0001898812	0.001650519	2.29028	4.37953	3.435163	3.359095	0.546103	0.304032	0.21932	0.210397	0.169587
STK38L	1.139827	1.139827	4.240914	6.319541	0.0001764287	0.001564162	8.066647	14.911809	11.938329	11.648131	3.491872	3.766343	2.934401	2.082831	3.548659
APIP	1.13970021053358	1.13970021053358	5.62222610568669	7.21141367351844	6.74E-05	0.000820737535192	15.165234	27.944902	19.900129	30.200699	8.403616	6.377518	8.683276	6.813227	7.814177
C20orf96	-1.13969346658063	1.13969346658063	5.147571030992	-4.12929144764889	0.002899036381781	0.011894453266593	2.923249	14.574522	11.589175	4.094776	17.849942	16.752461	16.829903	19.980054	15.958818
TTYH3	-1.139046	1.139046	5.831762	-3.486372	0.007504244	0.02430255	9.503184	9.320448	19.167082	5.161603	22.490848	19.065434	24.792091	35.791473	23.708033
TMCO6	-1.138704	1.138704	4.215538	-7.588206	4.61E-05	0.0006389741	2.738008	3.125877	5.916067	3.713805	9.195416	8.49273	9.650128	10.562295	9.925457
ZCCHC24	1.138364	1.138364	1.641239	6.222869	0.0001969172	0.001694178	1.149283	2.547814	2.765369	2.856838	0.018587	0.040615	0.009185	0.042839	0.019501
SLC19A1	-1.138094	1.138094	4.552199	-4.155363	0.002792753	0.01155495	4.624918	3.183558	11.190205	3.872152	8.531582	19.480387	12.041491	15.145819	10.541808
VEGFB	-1.137975	1.137975	5.254013	-6.84008	9.95E-05	0.001072638	3.465488	8.559625	11.573372	5.976722	16.844365	17.930526	15.69195	21.135942	17.610039
VPS8	1.137936	1.137936	4.514052	8.72523	1.59E-05	0.00032728	8.356862	15.450746	12.903931	13.899638	3.372849	3.456621	3.210545	3.398751	4.03391
CSTF2	-1.137905	1.137905	5.875169	-9.150315	1.10E-05	0.0002644034	8.663928	11.916075	10.786515	8.436784	25.692527	28.7319	25.014861	27.733966	26.192159
KDM4B	-1.1379	1.1379	5.340686	-6.705958	0.0001150143	0.001181737	3.849831	6.979508	11.846515	6.15628	16.630104	17.232311	17.142672	20.895265	15.941481
FKBP1B	1.137665	1.137665	2.054389	2.921378	0.01804919	0.04739308	2.413133	1.429941	3.054186	6.806942	0.207613	0.079355	0.362857	0.350055	0.13482
NR6A1	-1.137456	1.137456	3.069806	-4.433061	0.001887635	0.008636133	1.368071	2.903046	3.052632	0.633524	4.019657	3.527731	4.95636	5.192529	4.459325
PTPN14	1.137441	1.137441	1.993542	7.46792	5.20E-05	0.0006915768	2.490505	5.404133	5.39629	1.560151	0.165039	0.145116	0.257675	0.168883	0.199678
NSA2	1.137293	1.137293	6.915318	8.563203	1.84E-05	0.0003567558	28.38055	68.572548	43.344459	53.706311	15.531812	15.997743	18.50847	17.395978	16.646758
CENPQ	-1.13606	1.13606	4.72469	-6.45909	0.0001508583	0.001409027037604	5.484146	4.969088	4.939472	5.047789	13.967501	13.213791	14.96123	10.246121	16.122825
ZDBF2	1.135918	1.135918	4.655121	6.425252	0.000156662	0.001444545	7.220508	15.174123	11.178394	14.204485	3.145478	4.157314	2.854763	3.962814	2.655135
AGAP1	-1.1357490384957	1.1357490384957	5.92185940578873	-6.85110959384572	9.84E-05	0.001062988660545	5.630364	10.676067	10.729289	7.344705	22.962634	20.739379	25.2482	22.045643	22.612171
TRAPPC2L	1.135591	1.135591	5.892758	3.833259	0.004460578	0.01634609	25.277819	16.540054	29.385218	51.240242	9.819682	12.189724	8.387874	9.574093	8.595961
APC2	1.13550195144473	1.13550195144473	3.7599444646649	4.87724477075015	0.001032768724431	0.005522992921259	3.900607	11.284291	31.704426	8.159526	2.322823	2.612467	2.025343	2.862864	2.310547
LRRC8D	1.135223	1.135223	4.573923	6.909562	9.24E-05	0.001014915	9.504503	17.861921	12.82978	12.117783	3.188614	3.159503	4.184268	5.277285	2.263455
GBX2	-1.134855	1.134855	1.856075	-5.468355	0.0004837454	0.003215577	0.196486	0.562413	0.185529	0.808651	1.781976	1.836417	1.509381	2.82601	1.66718
EMC2	1.134824	1.134824	6.115373	4.888989	0.001016829	0.005465063	20.011696	47.970192	27.14156	26.646114	6.682832	11.733454	7.710196	11.868506	13.341141
GPC1	1.134772	1.134772	5.696898	3.750772	0.00504061	0.01794446	16.223579	16.609835	49.165771	46.048935	10.57065	8.048864	8.138038	12.014856	7.879837
NSL1	-1.134661	1.134661	4.921542	-10.97152	2.63E-06	0.0001261847	3.781002	6.66662	4.436817	6.302714	14.058602	14.571271	14.603536	13.393619	14.668283
KIDINS220	1.134566	1.134566	6.311035	8.342026	2.25E-05	0.0004009994	21.291014	39.881733	26.211288	36.874336	10.903307	11.012359	10.961415	10.426594	10.543459
RAB6B	1.134512	1.134512	2.145628	6.341925	0.0001720254	0.001535822	2.345245	2.266412	2.796164	3.851863	0.077151	0.050757	0.08205	0.183076	0.114919
ISYNA1	-1.133806	1.133806	7.80496	-3.560561	0.00670529	0.02228948	34.742974	15.928106	24.045721	58.251699	84.850825	84.571982	76.242139	109.842394	83.777451
POLR2C	1.132897	1.132897	5.901781	5.120902	0.0007509636	0.004385739	22.193302	19.305386	25.624153	36.637867	9.889718	7.771846	6.718272	9.257052	9.661998
FAM221A	1.132863	1.132863	1.727557	8.643007	1.71E-05	0.0003405585	1.555113	3.59532	3.286056	1.59568	0.026897	0.058082	0.015467	0	0
NKAIN1	-1.132495	1.132495	4.95682	-3.165606	0.01230124	0.03526504	9.951785	7.763878	8.570724	2.620216	13.521814	14.043034	18.093782	18.356026	16.238922
MBOAT7	-1.132487	1.132487	4.870356	-4.01464	0.003420509	0.01331397	4.464281	5.889915	9.703853	4.335376	7.040018	18.727994	17.894396	17.560752	13.581575
RPL7L1	1.132411	1.132411	7.014911	6.592498	0.0001301706	0.001286151	41.310242	38.49419	47.649818	75.823463	16.601861	17.635983	19.328953	16.611268	20.23304
RDH8	-1.132183	1.132183	1.67967	-8.724946	1.59E-05	0.00032728	0	0	0	0	1.425003	0.968384	0.552102	0.937525	0.811905
GDI1	-1.132114	1.132114	8.371673	-3.206932	0.011535	0.0335894	40.463474	48.898098	36.070236	19.942009	90.520767	87.399914	98.583599	113.315575	93.701407
PNRC2	1.132025	1.132025	6.86032	9.172464	1.08E-05	0.000262761	29.393902	58.820469	40.135139	44.172916	14.743022	13.67329	17.120025	15.795282	14.784693
PCCB	1.131249	1.131249	6.373422	4.067315	0.003169454	0.0126371	26.710103	23.773447	39.548241	64.545349	15.569211	11.56657	14.862193	14.449769	8.166806
LMNB1	-1.13106	1.13106	8.169219	-7.719788	4.05E-05	0.0005900912	28.36347	34.958786	30.11865	48.65625	95.692504	104.896948	98.752857	87.647957	133.284747
ZNF599	-1.130881	1.130881	2.792787	-7.334518	5.95E-05	0.0007528959	1.15997	1.037824	0.922518	1.865945	3.670783	4.017777	3.347577	3.679194	3.824267
ZNF354C	-1.130842	1.130842	4.516909	-4.402424	0.001969907	0.008912289	3.620734	3.021584	2.370376	7.610752	12.034741	10.107176	12.27677	8.903375	12.096364
PCDH9	1.130813	1.130813	2.143472	4.311009	0.002239152	0.009804091	1.576015	2.742923	2.409244	5.03244	0.146139	0.172428	0.147591	0.083067	0.148402
